Fecha de Toma de Muestra,Hora de Toma de Muestra,Fecha de Entrega al Laboratorio,Codigo de la Muestra,NSPM,Codigo del Laboratorio,Tipo de Muestra,Clasificacion de la Muestra,Color Aparente,Turbiedad,pH,Cloro Residual Libre,Dureza Total,Hierro Total,Cloruros,Alcalinidad,Sulfatos,Nitratos,Coliformes Totales,Tecnica Empleada para la Determinacion de los Coliformes Totales,Escherichia Coli,Tecnica Empleada para la Determinacion de la Escherichia Coli,Resultados del IRCA por Muestra
9/5/2022,9:38:00,9/5/2022,22-0576-2,18472,1344.00,2.00,2.00,7.70,0.35,7.09,1.63,52.83,-1.22,11.13,41.42,11.42,7.36,0.00,1.00,0.00,0.00,20.80
9/6/2022,5:21:00,9/6/2022,22-0576-3,18474,1345.00,2.00,2.00,7.00,0.50,7.09,1.70,55.14,2.85,8.86,39.85,12.40,7.42,0.00,1.00,0.00,0.00,23.23
9/7/2022,22:00:00,9/7/2022,22-0576-4,18480,1346.00,2.00,2.00,3.50,0.10,7.01,1.75,50.06,-0.83,11.51,45.61,11.68,4.05,0.00,1.00,0.00,0.00,24.45
9/8/2022,9:39:00,9/8/2022,22-0576-5,79300,1347.00,2.00,2.00,3.90,0.20,7.04,1.35,55.09,-1.21,8.75,40.17,9.11,5.35,0.00,1.00,0.00,0.00,23.16
9/9/2022,9:32:00,9/9/2022,22-0578-1,18471,1348.00,2.00,2.00,2.50,0.10,6.86,1.41,54.04,-1.17,10.52,45.18,7.61,8.10,0.00,1.00,0.00,0.00,24.98
9/10/2022,9:55:00,9/10/2022,22-0578-2,18474,1349.00,2.00,2.00,5.60,0.70,6.84,1.54,55.19,-0.09,13.08,44.98,12.15,4.25,0.00,1.00,0.00,0.00,26.08
9/11/2022,14:30:00,9/11/2022,22-0578-3,18475,1350.00,2.00,2.00,3.50,0.30,6.79,1.33,53.65,-2.64,11.74,41.02,11.63,4.29,0.00,1.00,0.00,0.00,26.55
9/12/2022,10:46:00,9/12/2022,22-0578-4,18476,1351.00,2.00,2.00,4.20,0.30,6.83,1.47,49.77,-1.69,12.49,41.48,9.35,7.62,0.00,1.00,0.00,0.00,25.41
9/13/2022,2:14:00,9/13/2022,22-0578-5,18480,1352.00,2.00,2.00,2.50,0.10,6.90,1.68,52.02,0.64,9.59,40.72,8.57,8.31,0.00,1.00,0.00,0.00,23.68
9/14/2022,15:47:00,9/14/2022,22-0580-1,18461,1353.00,2.00,2.00,3.50,0.30,6.90,1.63,55.26,2.68,13.22,40.18,7.54,8.80,0.00,1.00,0.00,0.00,21.74
9/15/2022,11:51:00,9/15/2022,22-0580-2,18469,1354.00,2.00,2.00,4.50,0.40,6.78,1.58,51.38,-0.99,12.72,40.71,10.56,3.42,0.00,1.00,0.00,0.00,21.52
9/16/2022,4:28:00,9/16/2022,22-0580-3,18474,1355.00,2.00,2.00,7.00,0.60,6.87,1.60,54.78,-1.95,10.48,41.28,12.98,7.60,0.00,1.00,0.00,0.00,21.28
9/17/2022,17:10:00,9/17/2022,22-0580-4,18480,1356.00,2.00,2.00,2.80,0.20,6.74,1.71,55.40,-0.85,11.10,43.38,13.06,7.45,0.00,1.00,0.00,0.00,23.28
9/18/2022,19:41:00,9/18/2022,22-0582-1,79299,1357.00,2.00,2.00,3.50,0.40,6.87,1.57,53.62,0.15,11.85,41.97,9.66,7.88,0.00,1.00,0.00,0.00,22.84
9/19/2022,19:23:00,9/19/2022,22-0582-2,18474,1358.00,2.00,2.00,7.00,0.70,6.89,1.73,51.40,-2.80,12.28,42.49,7.56,5.76,0.00,1.00,0.00,0.00,26.59
9/20/2022,7:02:00,9/20/2022,22-0582-3,27107,1359.00,2.00,2.00,2.50,0.20,6.86,1.37,50.59,1.67,9.05,44.18,10.17,5.79,0.00,1.00,0.00,0.00,22.08
9/21/2022,0:32:00,9/21/2022,22-0582-4,18480,1360.00,2.00,2.00,2.50,0.10,6.87,1.81,53.32,-1.52,10.75,45.30,10.65,4.41,0.00,1.00,0.00,0.00,26.33
9/22/2022,21:10:00,9/22/2022,22-0584-1,79298,1361.00,2.00,2.00,4.20,0.20,6.94,1.75,52.32,-0.30,13.51,43.73,12.70,3.42,0.00,1.00,0.00,0.00,26.25
9/23/2022,0:20:00,9/23/2022,22-0584-2,18473,1362.00,2.00,2.00,5.60,0.25,6.87,1.68,50.56,2.62,10.54,44.12,8.67,4.60,0.00,1.00,0.00,0.00,26.41
9/24/2022,4:47:00,9/24/2022,22-0584-3,18474,1363.00,2.00,2.00,9.80,0.45,6.89,1.93,50.30,0.73,10.91,43.30,12.08,6.51,0.00,1.00,0.00,0.00,24.60
9/25/2022,12:52:00,9/25/2022,22-0584-4,18480,1364.00,2.00,2.00,3.50,0.20,6.88,1.67,51.30,1.24,10.56,44.45,11.72,7.31,0.00,1.00,0.00,0.00,22.92
9/26/2022,13:14:00,9/26/2022,22-0586-1,18464,1365.00,2.00,2.00,2.50,0.30,6.70,1.44,50.11,1.85,11.30,40.12,11.44,8.51,0.00,1.00,0.00,0.00,20.96
9/27/2022,10:05:00,9/27/2022,22-0586-2,18470,1366.00,2.00,2.00,2.50,0.15,6.73,1.44,52.26,1.01,14.09,43.48,8.30,6.17,0.00,1.00,0.00,0.00,26.34
9/28/2022,14:33:00,9/28/2022,22-0586-3,18474,1367.00,2.00,2.00,6.50,0.60,6.71,1.65,52.78,1.77,9.02,44.02,9.35,8.81,0.00,1.00,0.00,0.00,22.14
9/29/2022,12:23:00,9/29/2022,22-0586-4,18477,1368.00,2.00,2.00,4.20,0.40,6.70,1.37,53.47,0.67,11.39,42.58,8.11,8.26,0.00,1.00,0.00,0.00,26.39
9/30/2022,10:34:00,9/30/2022,22-0586-5,18480,1369.00,2.00,2.00,4.50,0.55,6.78,1.50,52.46,0.61,11.46,45.03,10.33,4.65,0.00,1.00,0.00,0.00,22.54
10/1/2022,21:24:00,10/1/2022,22-0588-1,18473,1370.00,2.00,2.00,5.60,0.20,6.76,1.56,48.70,0.03,12.00,34.80,10.00,9.00,0.00,1.00,0.00,0.00,25.28
10/2/2022,23:57:00,10/2/2022,22-0588-2,18476,1371.00,2.00,2.00,2.50,0.20,6.77,1.73,47.10,0.03,12.40,33.60,10.00,9.30,0.00,1.00,0.00,0.00,23.30
10/3/2022,13:45:00,10/3/2022,22-0588-3,18474,1372.00,2.00,2.00,2.50,0.25,6.77,1.56,49.54,-0.28,10.69,42.86,11.73,2.93,0.00,1.00,0.00,0.00,20.87
10/4/2022,16:33:00,10/4/2022,22-0588-4,18480,1373.00,2.00,2.00,2.50,0.10,6.80,1.47,55.02,2.14,11.58,41.89,11.64,7.79,0.00,1.00,0.00,0.00,25.18
10/5/2022,1:17:00,10/5/2022,22-0588-5,79300,1374.00,2.00,2.00,2.50,0.10,6.71,1.34,49.70,-2.57,10.06,43.17,10.69,2.92,0.00,1.00,0.00,0.00,25.88
10/6/2022,9:49:00,10/6/2022,22-0590-1,18465,1375.00,2.00,2.00,2.80,0.30,6.69,1.29,49.94,0.79,10.92,40.18,8.79,3.62,0.00,1.00,0.00,0.00,21.52
10/7/2022,13:22:00,10/7/2022,22-0590-2,27106,1376.00,2.00,2.00,2.50,0.40,6.73,1.56,51.51,-2.27,11.04,42.24,8.66,3.91,0.00,1.00,0.00,0.00,25.16
10/8/2022,3:16:00,10/8/2022,22-0590-3,18474,1377.00,2.00,2.00,4.20,0.50,6.65,1.80,51.39,-0.24,9.45,43.14,8.15,8.72,0.00,1.00,0.00,0.00,22.27
10/9/2022,13:28:00,10/9/2022,22-0590-4,18479,1378.00,2.00,2.00,2.50,0.40,6.76,1.53,51.68,-0.43,9.77,45.13,12.94,8.85,0.00,1.00,0.00,0.00,21.60
10/10/2022,16:20:00,10/10/2022,22-0590-5,18480,1379.00,2.00,2.00,2.50,0.20,6.60,1.51,53.51,1.72,12.09,44.47,10.67,5.61,0.00,1.00,0.00,0.00,25.68
10/11/2022,0:07:00,10/11/2022,22-0592-1,18463,1380.00,2.00,2.00,2.50,0.25,6.74,1.59,53.43,-1.51,8.79,40.50,8.42,5.21,0.00,1.00,0.00,0.00,23.67
10/12/2022,6:39:00,10/12/2022,22-0592-2,18466,1381.00,2.00,2.00,2.50,0.15,6.66,1.16,49.57,-2.62,12.09,44.56,11.13,4.88,0.00,1.00,0.00,0.00,22.97
10/13/2022,4:14:00,10/13/2022,22-0592-3,18471,1382.00,2.00,2.00,2.50,0.10,6.70,1.64,55.02,1.75,11.52,44.49,11.31,6.75,0.00,1.00,0.00,0.00,23.43
10/14/2022,12:29:00,10/14/2022,22-0592-4,18474,1383.00,2.00,2.00,6.00,0.60,6.74,1.59,50.63,-2.85,13.06,42.17,11.96,7.38,0.00,1.00,0.00,0.00,22.09
10/15/2022,23:12:00,10/15/2022,22-0592-5,18480,1384.00,2.00,2.00,2.50,0.10,6.70,1.72,54.37,-2.24,11.61,41.40,9.68,4.22,0.00,1.00,0.00,0.00,26.32
10/16/2022,2:22:00,10/16/2022,22-0594-1,18461,1385.00,2.00,2.00,2.80,0.40,6.85,1.61,51.64,-2.81,11.04,42.52,12.94,5.83,0.00,1.00,0.00,0.00,24.03
10/17/2022,10:11:00,10/17/2022,22-0594-2,18474,1386.00,2.00,2.00,2.80,0.30,6.77,1.90,49.60,-2.70,14.28,39.76,12.12,8.03,0.00,1.00,0.00,0.00,22.69
10/18/2022,4:18:00,10/18/2022,22-0594-3,18475,1387.00,2.00,2.00,2.50,0.20,6.80,1.44,53.23,-0.08,13.95,41.22,13.16,8.70,0.00,1.00,0.00,0.00,25.26
10/19/2022,10:20:00,10/19/2022,22-0594-4,18480,1388.00,2.00,2.00,2.50,0.10,6.77,1.49,50.48,-0.80,11.42,43.14,9.54,5.06,0.00,1.00,0.00,0.00,24.55
10/20/2022,1:28:00,10/20/2022,22-0596-1,79299,1389.00,2.00,2.00,2.50,0.10,6.92,1.70,54.37,-2.14,9.45,43.47,8.62,6.97,0.00,1.00,0.00,0.00,23.98
10/21/2022,22:37:00,10/21/2022,22-0596-2,18472,1390.00,2.00,2.00,2.50,0.20,6.85,1.64,53.64,2.46,9.04,44.28,8.18,8.69,0.00,1.00,0.00,0.00,23.10
10/22/2022,0:19:00,10/22/2022,22-0596-3,18474,1391.00,2.00,2.00,4.20,0.40,6.90,1.56,53.26,1.62,10.22,40.77,12.12,5.24,0.00,1.00,0.00,0.00,26.44
10/23/2022,18:21:00,10/23/2022,22-0596-4,18480,1392.00,2.00,2.00,2.50,0.10,6.80,1.55,51.27,-1.89,12.87,40.47,11.41,8.51,0.00,1.00,0.00,0.00,23.11
10/24/2022,16:10:00,10/24/2022,22-0598-1,79298,1393.00,2.00,2.00,2.50,0.20,6.97,1.72,50.53,1.24,12.21,44.71,9.41,6.31,0.00,1.00,0.00,0.00,21.70
10/25/2022,12:49:00,10/25/2022,22-0598-2,18469,1394.00,2.00,2.00,2.50,0.20,6.96,1.65,50.53,-0.60,12.11,43.67,11.02,8.67,0.00,1.00,0.00,0.00,21.30
10/26/2022,16:33:00,10/26/2022,22-0598-3,18474,1395.00,2.00,2.00,4.90,0.40,7.02,1.80,54.40,-2.62,12.68,41.95,12.69,3.11,0.00,1.00,0.00,0.00,21.06
10/27/2022,10:56:00,10/27/2022,22-0598-4,27107,1396.00,2.00,2.00,2.80,0.40,7.02,1.67,55.19,-0.70,10.83,45.25,9.88,4.17,0.00,1.00,0.00,0.00,23.30
10/28/2022,5:54:00,10/28/2022,22-0598-5,18480,1397.00,2.00,2.00,2.50,0.30,6.90,1.62,53.12,-1.37,9.30,42.60,10.12,8.89,0.00,1.00,0.00,0.00,21.06
10/29/2022,7:51:00,10/29/2022,22-0600-1,18464,1398.00,2.00,2.00,2.50,0.25,6.87,1.67,49.83,2.97,12.49,43.54,10.35,4.06,0.00,1.00,0.00,0.00,22.40
10/30/2022,15:30:00,10/30/2022,22-0600-2,18470,1399.00,2.00,2.00,2.50,0.20,6.95,1.69,52.64,1.99,14.47,43.08,9.29,5.42,0.00,1.00,0.00,0.00,26.40
10/31/2022,12:21:00,10/31/2022,22-0600-3,18474,1400.00,2.00,2.00,2.50,0.50,6.83,1.58,50.95,-1.10,14.59,42.73,11.66,7.75,0.00,1.00,0.00,0.00,24.43
11/1/2022,16:10:00,11/1/2022,22-0600-4,18477,1401.00,2.00,2.00,2.50,0.15,6.86,1.65,53.59,-1.11,11.68,40.20,11.34,6.16,0.00,1.00,0.00,0.00,21.96
11/2/2022,19:28:00,11/2/2022,22-0600-5,18480,1402.00,2.00,2.00,2.50,0.10,6.90,1.84,49.69,1.28,10.16,44.29,10.26,5.71,0.00,1.00,0.00,0.00,23.11
11/3/2022,18:24:00,11/3/2022,22-0602-1,18472,1403.00,2.00,2.00,2.50,0.30,7.05,1.66,44.70,0.03,10.80,39.50,10.00,7.40,0.00,1.00,0.00,0.00,24.92
11/4/2022,9:09:00,11/4/2022,22-0602-2,18475,1404.00,2.00,2.00,2.50,0.20,7.19,1.55,46.70,0.03,9.80,37.10,10.00,10.00,0.00,1.00,0.00,0.00,23.85
11/5/2022,12:01:00,11/5/2022,22-0602-3,18474,1405.00,2.00,2.00,2.50,0.50,7.01,1.54,52.41,-0.03,10.52,44.85,7.57,3.67,0.00,1.00,0.00,0.00,24.66
11/6/2022,16:20:00,11/6/2022,22-0602-4,18480,1406.00,2.00,2.00,2.50,0.10,7.12,1.80,52.31,-1.51,10.40,40.14,8.28,3.09,0.00,1.00,0.00,0.00,24.78
11/7/2022,11:09:00,11/7/2022,22-0602-5,79300,1407.00,2.00,2.00,2.50,0.10,6.95,1.62,54.20,-1.14,10.72,43.70,12.09,3.15,0.00,1.00,0.00,0.00,23.10
11/8/2022,12:12:00,11/8/2022,22-0604-1,18465,1408.00,2.00,2.00,2.50,0.10,6.87,1.54,53.11,2.40,9.88,40.90,12.10,7.22,0.00,1.00,0.00,0.00,25.75
11/9/2022,0:46:00,11/9/2022,22-0604-2,27106,1409.00,2.00,2.00,2.50,0.20,6.87,1.53,55.02,2.53,13.74,45.02,13.01,5.64,0.00,1.00,0.00,0.00,26.44
11/10/2022,5:11:00,11/10/2022,22-0604-3,18474,1410.00,2.00,2.00,7.80,0.85,6.90,1.64,51.71,2.94,12.39,43.79,11.61,7.27,0.00,1.00,0.00,0.00,22.34
11/11/2022,21:09:00,11/11/2022,22-0604-4,18476,1411.00,2.00,2.00,2.50,0.25,6.89,1.66,54.25,-1.54,10.19,40.23,7.55,7.44,0.00,1.00,0.00,0.00,21.59
11/12/2022,12:24:00,11/12/2022,22-0604-5,18480,1412.00,2.00,2.00,2.50,0.10,6.94,1.47,53.81,3.03,8.97,43.74,9.21,7.01,0.00,1.00,0.00,0.00,26.02
11/13/2022,19:17:00,11/13/2022,22-0606-1,18466,1413.00,2.00,2.00,7.00,0.65,6.80,1.46,51.11,-1.52,11.47,39.99,9.00,8.28,0.00,1.00,0.00,0.00,21.27
11/14/2022,12:06:00,11/14/2022,22-0606-2,18471,1414.00,2.00,2.00,2.50,0.15,6.84,1.74,55.40,2.46,11.93,44.99,9.26,3.24,0.00,1.00,0.00,0.00,24.65
11/15/2022,3:38:00,11/15/2022,22-0606-3,18474,1415.00,2.00,2.00,5.60,0.40,6.93,1.88,50.21,1.72,13.48,41.06,8.68,3.07,0.00,1.00,0.00,0.00,23.18
11/16/2022,2:52:00,11/16/2022,22-0606-4,18479,1416.00,2.00,2.00,4.20,0.30,6.85,1.88,51.84,1.85,13.06,40.30,9.92,3.83,0.00,1.00,0.00,0.00,20.91
11/17/2022,4:27:00,11/17/2022,22-0606-5,18480,1417.00,2.00,2.00,2.50,0.10,6.84,1.73,52.08,-0.08,14.60,42.17,13.33,8.73,0.00,1.00,0.00,0.00,21.60
11/18/2022,16:19:00,11/18/2022,22-0608-1,18463,1418.00,2.00,2.00,4.20,0.50,6.85,1.70,52.42,-0.05,9.21,41.77,9.52,6.56,0.00,1.00,0.00,0.00,25.35
11/19/2022,7:26:00,11/19/2022,22-0608-2,18473,1419.00,2.00,2.00,4.20,0.30,6.84,1.83,53.71,-0.22,14.59,40.22,8.57,4.87,0.00,1.00,0.00,0.00,24.55
11/20/2022,15:20:00,11/20/2022,22-0608-3,18474,1420.00,2.00,2.00,6.30,0.40,6.81,1.86,50.92,0.42,11.42,45.10,12.56,6.80,0.00,1.00,0.00,0.00,25.40
11/21/2022,15:35:00,11/21/2022,22-0608-4,18480,1421.00,2.00,2.00,2.50,0.20,6.77,1.90,52.32,-2.19,11.65,40.86,12.12,4.40,0.00,1.00,0.00,0.00,25.87
11/22/2022,19:16:00,11/22/2022,22-0610-1,18461,1422.00,2.00,2.00,2.50,0.30,6.92,1.99,51.17,-2.63,11.57,44.58,11.82,3.22,0.00,1.00,0.00,0.00,25.06
11/23/2022,9:21:00,11/23/2022,22-0610-2,79299,1423.00,2.00,2.00,2.50,0.20,6.87,1.91,52.68,-1.50,8.86,43.83,8.30,5.71,0.00,1.00,0.00,0.00,25.10
11/24/2022,7:18:00,11/24/2022,22-0610-3,18474,1424.00,2.00,2.00,4.20,0.40,6.99,2.00,54.86,-1.67,10.29,40.30,12.28,7.07,0.00,1.00,0.00,0.00,25.26
11/25/2022,17:39:00,11/25/2022,22-0610-4,18480,1425.00,2.00,2.00,2.50,0.10,6.85,1.89,54.05,-2.47,8.87,42.93,10.83,7.76,0.00,1.00,0.00,0.00,25.25
11/26/2022,8:57:00,11/26/2022,22-0612-1,79298,1426.00,2.00,2.00,2.50,0.25,6.90,1.60,51.35,-1.78,9.76,42.16,8.97,3.06,0.00,1.00,0.00,0.00,20.96
11/27/2022,4:57:00,11/27/2022,22-0612-2,18469,1427.00,2.00,2.00,2.50,0.30,7.06,1.71,50.53,-0.64,11.26,45.61,13.22,8.63,0.00,1.00,0.00,0.00,24.43
11/28/2022,15:10:00,11/28/2022,22-0612-3,18474,1428.00,2.00,2.00,3.50,0.40,6.90,1.48,53.65,2.43,13.07,41.60,8.47,3.26,0.00,1.00,0.00,0.00,25.44
11/29/2022,2:31:00,11/29/2022,22-0612-4,27107,1429.00,2.00,2.00,2.80,0.30,6.96,1.56,50.04,-1.85,9.34,40.25,7.62,8.12,0.00,1.00,0.00,0.00,22.87
11/30/2022,8:49:00,11/30/2022,22-0612-5,18480,1430.00,2.00,2.00,2.50,0.20,7.01,1.51,49.70,-2.60,9.29,43.14,11.13,3.43,0.00,1.00,0.00,0.00,23.02
12/1/2022,1:56:00,12/1/2022,22-0614-1,18473,1431.00,2.00,2.00,2.80,0.30,7.01,1.83,55.00,-2.88,12.87,42.24,13.27,8.29,0.00,1.00,0.00,0.00,21.46
12/2/2022,18:28:00,12/2/2022,22-0614-2,18474,1432.00,2.00,2.00,4.20,0.70,7.00,1.76,54.04,2.62,9.64,44.81,12.88,5.20,0.00,1.00,0.00,0.00,22.96
12/3/2022,10:14:00,12/3/2022,22-0614-3,18477,1433.00,2.00,2.00,2.80,0.30,7.00,1.70,52.49,2.28,14.21,45.22,7.59,6.03,0.00,1.00,0.00,0.00,23.17
12/4/2022,15:01:00,12/4/2022,22-0614-4,18479,1434.00,2.00,2.00,2.50,0.10,7.00,1.87,52.72,-0.97,11.79,43.91,9.25,6.45,0.00,1.00,0.00,0.00,23.55
12/5/2022,0:27:00,12/5/2022,22-0614-5,18480,1435.00,2.00,2.00,2.50,0.10,7.05,1.82,51.88,2.75,11.16,40.97,8.19,7.64,0.00,1.00,0.00,0.00,22.10
12/6/2022,5:37:00,12/6/2022,22-0616-1,27106,1436.00,2.00,2.00,3.50,0.40,7.06,1.70,52.90,-0.56,11.42,40.96,11.90,6.15,0.00,1.00,0.00,0.00,24.35
12/7/2022,9:33:00,12/7/2022,22-0616-2,18470,1437.00,2.00,2.00,2.50,0.40,6.98,1.56,51.15,0.07,13.62,43.12,8.05,8.33,0.00,1.00,0.00,0.00,20.80
12/8/2022,2:35:00,12/8/2022,22-0616-3,18471,1438.00,2.00,2.00,2.50,0.20,6.97,1.53,54.13,2.66,10.37,44.54,10.19,3.59,0.00,1.00,0.00,0.00,23.63
12/9/2022,8:15:00,12/9/2022,22-0616-4,18474,1439.00,2.00,2.00,2.50,0.10,7.02,1.57,55.23,-1.77,12.45,42.96,11.20,7.41,0.00,1.00,0.00,0.00,22.54
12/10/2022,12:23:00,12/10/2022,22-0616-5,18480,1440.00,2.00,2.00,2.50,0.20,7.12,1.38,51.81,-2.13,10.46,43.79,12.36,5.62,0.00,1.00,0.00,0.00,25.83
12/11/2022,18:21:00,12/11/2022,22-0618-1,79299,1441.00,2.00,3.00,2.50,0.20,7.20,1.70,53.60,0.03,11.40,44.70,10.00,5.80,0.00,1.00,0.00,0.00,24.44
12/12/2022,1:30:00,12/12/2022,22-0618-2,27106,1442.00,2.00,3.00,2.80,0.50,7.20,1.70,53.60,0.03,11.20,43.90,10.00,7.60,0.00,1.00,0.00,0.00,23.07
12/13/2022,7:26:00,12/13/2022,22-0618-3,18469,1443.00,2.00,3.00,2.50,0.50,7.10,1.70,54.80,2.64,11.50,43.20,10.00,3.94,0.00,1.00,0.00,0.00,25.84
12/14/2022,1:14:00,12/14/2022,22-0618-4,18470,1444.00,2.00,3.00,2.50,0.80,7.00,1.60,54.80,-0.18,10.20,44.20,10.00,5.74,0.00,1.00,0.00,0.00,24.75
12/15/2022,17:41:00,12/15/2022,22-0618-5,18471,1445.00,2.00,3.00,2.50,0.60,7.10,1.60,52.80,-0.22,10.00,43.90,10.00,8.19,0.00,1.00,0.00,0.00,24.83
12/16/2022,8:36:00,12/16/2022,22-0618-6,18474,1446.00,2.00,3.00,3.50,0.80,6.92,1.76,51.51,-2.39,10.12,45.28,13.27,6.41,0.00,1.00,0.00,0.00,24.81
12/17/2022,9:08:00,12/17/2022,22-0618-7,18480,1447.00,2.00,3.00,2.50,0.20,6.75,1.75,52.05,2.46,9.48,44.89,10.07,8.06,0.00,1.00,0.00,0.00,24.12
12/18/2022,22:29:00,12/18/2022,22-0620-1,18466,1448.00,2.00,2.00,2.50,0.40,7.25,1.46,55.30,2.88,11.50,39.91,8.01,6.95,0.00,1.00,0.00,0.00,22.70
12/19/2022,14:56:00,12/19/2022,22-0620-2,18472,1449.00,2.00,2.00,2.50,0.30,7.10,1.52,50.86,-0.09,14.16,44.72,13.00,8.47,0.00,1.00,0.00,0.00,23.62
12/20/2022,5:19:00,12/20/2022,22-0620-3,18474,1450.00,2.00,2.00,5.60,0.60,7.13,1.39,54.16,-2.60,14.23,42.49,11.18,6.22,0.00,1.00,0.00,0.00,24.25
12/21/2022,18:30:00,12/21/2022,22-0620-4,18476,1451.00,2.00,2.00,4.20,0.40,7.06,1.58,51.08,-0.74,12.30,42.30,7.93,7.66,0.00,1.00,0.00,0.00,23.59
12/22/2022,11:50:00,12/22/2022,22-0620-5,18480,1452.00,2.00,2.00,2.80,0.10,6.96,1.64,54.68,-0.39,12.08,43.45,12.55,4.56,0.00,1.00,0.00,0.00,22.68
12/23/2022,23:59:00,12/23/2022,22-0622-1,18465,1453.00,2.00,2.00,2.50,0.15,7.17,1.27,52.29,-1.35,14.37,45.60,12.28,5.05,0.00,1.00,0.00,0.00,26.13
12/24/2022,13:32:00,12/24/2022,22-0622-2,18474,1454.00,2.00,2.00,5.60,0.55,6.98,1.23,54.84,-0.76,9.17,44.68,12.29,5.18,0.00,1.00,0.00,0.00,21.20
12/25/2022,7:34:00,12/25/2022,22-0622-3,18475,1455.00,2.00,2.00,2.80,0.30,7.13,1.34,52.28,-0.67,14.10,44.44,7.63,7.88,0.00,1.00,0.00,0.00,22.66
12/26/2022,18:43:00,12/26/2022,22-0622-4,18480,1456.00,2.00,2.00,2.50,0.10,6.95,1.05,51.44,1.56,10.85,45.53,7.55,3.37,0.00,1.00,0.00,0.00,25.50
12/27/2022,17:00:00,12/27/2022,22-0624-1,18463,1457.00,2.00,2.00,4.50,0.45,7.10,1.68,50.17,-2.36,9.02,41.20,7.91,7.30,0.00,1.00,0.00,0.00,25.12
12/28/2022,0:08:00,12/28/2022,22-0624-2,18474,1458.00,2.00,2.00,8.40,0.90,7.30,1.42,49.91,0.68,10.83,39.95,12.21,8.52,0.00,1.00,0.00,0.00,21.47
12/29/2022,18:03:00,12/29/2022,22-0624-3,27107,1459.00,2.00,2.00,2.80,0.30,7.28,1.58,50.28,-2.57,12.03,40.98,13.03,4.18,0.00,1.00,0.00,0.00,23.34
12/30/2022,4:32:00,12/30/2022,22-0624-4,18480,1460.00,2.00,2.00,2.50,0.10,7.21,1.42,50.75,-1.73,12.93,41.23,13.33,3.05,0.00,1.00,0.00,0.00,24.91
12/31/2022,1:13:00,12/31/2022,22-0626-1,18464,1461.00,2.00,2.00,2.50,0.20,7.00,1.61,53.46,2.51,13.10,43.51,13.11,3.95,0.00,1.00,0.00,0.00,25.87
1/1/2023,9:54:00,1/1/2023,22-0626-2,18474,1462.00,2.00,2.00,2.50,0.50,7.01,1.65,52.50,0.58,11.33,43.24,13.11,6.55,0.00,1.00,0.00,0.00,24.30
1/2/2023,7:03:00,1/2/2023,22-0626-3,18480,1463.00,2.00,2.00,2.50,0.10,6.85,1.74,55.23,2.70,12.95,44.87,9.85,8.66,0.00,1.00,0.00,0.00,23.42
1/3/2023,15:18:00,1/3/2023,22-0626-4,79300,1464.00,2.00,2.00,2.50,0.10,6.87,1.64,52.77,-1.38,13.95,43.99,8.42,5.19,0.00,1.00,0.00,0.00,21.58
1/4/2023,0:28:00,1/4/2023,22-0628-1,18461,1465.00,2.00,2.00,2.50,0.25,7.02,1.61,50.30,0.77,9.18,44.02,12.18,7.88,0.00,1.00,0.00,0.00,25.72
1/5/2023,16:08:00,1/5/2023,22-0628-2,79298,1466.00,2.00,2.00,2.50,0.20,7.07,1.51,55.05,-1.28,10.37,39.85,8.97,4.28,0.00,1.00,0.00,0.00,22.99
1/6/2023,1:38:00,1/6/2023,22-0628-3,18473,1467.00,2.00,2.00,7.70,1.00,7.05,1.44,52.37,-0.21,12.42,44.44,10.48,5.77,0.00,1.00,0.00,0.00,25.04
1/7/2023,0:07:00,1/7/2023,22-0628-4,18474,1468.00,2.00,2.00,2.50,0.60,7.15,1.24,50.70,-1.90,11.20,45.08,9.62,8.46,0.00,1.00,0.00,0.00,26.60
1/8/2023,21:13:00,1/8/2023,22-0628-5,18480,1469.00,2.00,2.00,2.50,0.10,7.01,1.46,50.03,2.04,13.74,39.79,10.89,6.41,0.00,1.00,0.00,0.00,24.15
1/9/2023,11:54:00,1/9/2023,22-0630-1,18472,1470.00,2.00,2.00,2.50,0.30,7.00,1.67,52.80,0.03,16.10,36.60,10.00,7.10,0.00,1.00,0.00,0.00,23.21
1/10/2023,21:56:00,1/10/2023,22-0630-2,18479,1471.00,2.00,2.00,2.50,0.30,7.04,1.38,60.90,0.03,15.90,36.60,10.00,7.70,0.00,1.00,0.00,0.00,21.67
1/11/2023,1:31:00,1/11/2023,22-0630-3,18477,1472.00,2.00,2.00,2.50,0.30,7.06,1.09,51.02,-2.13,9.12,42.63,12.84,5.01,0.00,1.00,0.00,0.00,26.56
1/12/2023,6:56:00,1/12/2023,22-0630-4,18474,1473.00,2.00,2.00,2.50,0.30,7.05,1.61,51.42,0.32,10.79,41.38,11.64,7.36,0.00,1.00,0.00,0.00,24.89
1/13/2023,13:13:00,1/13/2023,22-0630-5,18480,1474.00,2.00,2.00,2.50,0.20,7.00,1.52,50.67,1.29,14.45,41.79,11.41,8.43,0.00,1.00,0.00,0.00,22.88
1/14/2023,16:50:00,1/14/2023,22-0632-1,18470,1475.00,2.00,2.00,3.50,0.30,7.02,1.46,53.15,-1.78,12.02,40.40,7.44,8.32,0.00,1.00,0.00,0.00,22.72
